,bed,bath,cube,home,price,area,address,latitude,longitude
296,2,2,,Apartment,2600,Dublin 4,"Dublin Southside, Dublin, Co. Dublin, Ireland",53.3268543,-6.2323521
297,5,3,,House,10000,Dublin 4,"4 Leeson Street Upper, Ranelagh, Dublin 4, D04 Y6T7, Ireland",53.3316953,-6.2526975
298,2,2,,Apartment,1800,Dublin 22,"22 Monastery Road, Redcow, Dublin, Ireland",53.3188033,-6.371258099999999
299,4,,,,2700,Dublin 3,"4 Seafield Downs, Clontarf, Dublin 3, D03 R3W9, Ireland",53.3617749,-6.1830637
300,3,,,,2600,Dublin 5,"44 Furry Park Ct, Clontarf, Dublin 5, D05 E8C1, Ireland",53.3733702,-6.1981515
301,1,1,45,Terraced House,1900,Dublin 7,"2 Church Terrace, Smithfield, Dublin, D07 Y4X7, Ireland",53.3492861,-6.2742141
302,3,3,,Apartment,4700,Dublin 4,"Dublin, Ireland",53.3333506,-6.2285413
303,4,3,,Semi-Detached,2956,Dublin 16,"12 Castlebrook, Dundrum, Dublin 16, D16 N8X8, Ireland",53.28549150000001,-6.2430156
304,2,1,,Apartment,1900,Dublin,"591, 593 S Circular Rd, Saint James' (part of Phoenix Park), Dublin, D08 XA0W, Ireland",53.33966760000001,-6.305901599999999
305,1,1,,Apartment,2000,Dublin 4,"Dublin Southside, Dublin, Co. Dublin, Ireland",53.3268543,-6.2323521
306,5,4,,House,6300,Dublin,"Malahide Rd, Malahide, Co. Dublin, Ireland",53.43600259999999,-6.1770812
307,2,2,,Apartment,1850,Co. Dublin,"6th Floor, Embassy House, Ballsbridge, Dublin 4, Ireland",53.3282146,-6.231760599999999
308,1,1,,Apartment,1500,Dublin 3,"Kingston Lodge, Clonliffe Rd, Drumcondra, Dublin 3, Ireland",53.36349560000001,-6.2555061
309,2,1,75,Apartment,1850,Dublin 8,"Bellevue, Island Bridge, Kilmainham, Dublin 8, Co. Dublin, Ireland",53.3468527,-6.3108311
310,3,2,,Apartment,2259,Co. Dublin,"Apartment 36, Juliet Square, St Edmunds Park, Yellow Walls, Lucan, Co. Dublin, Ireland",53.35422399999999,-6.407882499999999
311,2,2,95,Apartment,2212,Co. Dublin,"Occu Fairway Fairway Court, Fairway Dr, Dún Laoghaire, Cualanor, Co. Dublin, A96 W24D, Ireland",53.2842243,-6.1406208
312,2,2,117,Apartment,1950,Co. Dublin,"Adamstown Avenue, stop 7120, Finnstown, Lucan, Co. Dublin, Ireland",53.3375569,-6.4635161
313,3,2,135,Apartment,2275,Co. Dublin,"Adamstown Blvd, Adamstown, Co. Dublin, Ireland",53.3411394,-6.469161799999999
314,1,,,Studio,900,Dublin,"Aylmer Rd, Co. Dublin, Ireland",53.3070347,-6.475081599999999
315,2,2,,Apartment,1922,Co. Dublin,"Shackleton Vale, Tobermaclugg, Lucan, Co. Dublin, Ireland",53.3459224,-6.473003200000001
316,2,1,,Apartment,1502,Dublin,"Rochford Park, Killhill, Co. Kildare, Ireland",53.2486773,-6.5852534
317,3,3,,Apartment,2690,Dublin 4,"72 S Lotts Rd, Dublin 4, D04 K201, Ireland",53.3403995,-6.2323071
318,2,2,,Apartment,2400,D06R892,"Apartment 74, Milltown Hall, Milltown Ave, Mount St Annes, Dublin 6, Ireland",53.3138087,-6.2500035
319,1,1,45,Apartment,1695,Dublin 14,"Wyckham Pl, Dundrum, Sandyford, Dublin, Ireland",53.28140819999999,-6.2423238
320,2,2,,Apartment,1850,Dublin 4,"2 49, 4 Pembroke Rd, Ballsbridge, Dublin, D04 C8P7, Ireland",53.3330011,-6.242188899999999
321,1,1,,Apartment,1650,Dublin 4,"4 Fitzwilliam Quay, Dublin 4, D04 AE70, Ireland",53.34146,-6.2283137
322,3,2,,,3250,Dublin,"Kilbarrack Rd, Donaghmede, Dublin, Ireland",53.38303209999999,-6.1486491
323,2,2,,Apartment,2351,Dublin,"Kilbarrack Rd, Donaghmede, Dublin, Ireland",53.38303209999999,-6.1486491
324,2,2,,Apartment,1900,Dublin 18,"Woodside, Dublin, Ireland",53.2599769,-6.222857299999999
325,2,3,,Apartment,2350,Dublin 15,"Cherry Lodge, 13 Farmleigh Ave, Farmleigh Woods, Dublin 15, Ireland",53.3673079,-6.362718699999999
326,,,,,POA,Dublin,"45 O'Connell Street Lower, North City, Dublin 1, D01 KV21, Ireland",53.348161,-6.2600387
327,2,2,,Apartment,3300,Dublin 4,"New Pembroke Street North, Dublin 4, Co. Dublin, Ireland",53.3320446,-6.2326597
328,1,1,14,Apartment,249,Dublin 7,"7 Grangegorman Lower, Dublin 7, D07 X8R6, Ireland",53.3528289,-6.2799665
329,1,1,13.6,Apartment,230,Dublin 1,"1 Mayor Street Upper, North Wall, Dublin, D01 DR94, Ireland",53.3488421,-6.235937799999999
